,1748,42334,252422
73218062,1765,42312,252369
73218765,1745,42271,252468
73219466,1625,42269,252604
73220169,1815,42334,252198
73220872,1903,42237,252376
73221573,1937,42542,252388
73222274,1887,42306,252325
73222977,1729,42535,252598
73223678,1690,42147,252537
73224379,1712,42331,252338
73225082,1680,42415,252713
73225785,1903,42293,252462
73226486,1910,42312,252416
73227188,1936,42215,252159
73227891,1738,42316,252313
73228592,1647,42457,252559
73229293,1743,42400,252654
73229996,1661,42525,252556
73230698,1646,42309,252268
73231399,1581,42318,252519
73232101,1842,42282,252304
73232804,1886,42174,252824
73233505,1646,42274,252314
73234207,1663,42169,252682
73234909,1643,42256,252568
73235611,1823,42292,252521
73236312,1887,42254,252538
73237014,1743,42379,252491
73237717,1878,42323,252438
73238419,1839,42141,252280
73239121,1835,42465,252367
73239823,1756,42316,252547
73240525,1825,42227,252280
73241226,1613,42260,252405
73241928,1733,42523,252466
73242630,1802,42252,252534
73243332,1778,42364,252673
73244034,1887,42298,252175
73244736,1761,42363,252527
73245438,1733,42117,252537
73246141,1963,42399,252279
73246843,1740,42316,252509
73247544,1651,42122,252428
73248246,1749,42350,252189
73248949,1914,42212,252513
73249650,1722,42129,252712
73250352,1712,42358,252375
73251055,1645,42412,252390
73251757,1879,42382,252585
73252458,1689,42519,252504
73253161,1640,42333,252269
73253864,1789,42512,252813
73254565,1713,42121,252172
73255266,1818,42437,252736
73255969,2049,42354,252453
73256670,1922,42381,252542
73257371,1737,42535,252298
73258074,1866,42243,252475
73258777,1700,42249,252459
73259478,1710,42421,252307
73260180,1730,42294,252618
73260883,1740,42376,252355
73261584,1765,42336,252738
73262285,1973,42237,252457
73262988,1729,42172,252632
73263690,1779,42353,252685
73264391,1860,42240,252492
73265094,1749,42239,252491
73265797,1760,42374,252525
73266498,1843,42282,252759
73267201,1804,42260,252710
73267904,1933,42218,252603
73268605,1607,42505,252707
73269306,1833,42376,252247
73270009,1629,42543,252289
73270712,1825,42415,252500
73271413,1792,42326,252722
73272115,1697,42397,252383
73272818,1509,42352,252485
73273520,1758,42322,252375
73274222,2037,42605,252333
73274925,1928,42232,252278
73275626,1650,42261,252372
73276327,1703,42372,252702
73277030,1645,42498,252287
73874405,1847,42513,252705
73875107,1867,42126,252612
73875810,1687,42394,252887
73876512,1947,42309,252557
73877214,1651,42073,252532
73877916,1754,42196,252538
73878618,1751,42274,252263
73879320,1827,42256,252307
73880022,1716,42339,252325
73880724,1600,42055,252468
73881426,1885,42222,252667
73882129,1766,42162,252593
73882831,1783,42356,252509
73883532,1912,42295,252730
73884234,1837,42337,252371
73884936,2016,42282,252594
73885637,1728,42170,252156
73886339,1743,42429,252408
73887042,1807,42252,252834
73887744,1779,42091,252369
73888445,1901,42348,252562
73889148,1859,42396,252578
73889851,1729,42274,252279
73890552,1802,42251,252406
73891254,1708,42267,252441
73891957,1701,42351,252601
73892658,1758,42188,252761
73893359,1868,42510,252676
73894062,1904,42248,252506
73894765,1802,42266,252735
73895466,1807,42314,252532
73896169,1793,42268,252399
73896872,1875,42449,252381
73897573,1563,42397,252689
73898274,1609,42225,252597
73898977,1556,42327,252714
73899678,1681,42333,252324
73900379,1820,42243,252417
73901082,1854,42126,252556
73901785,1708,42341,252432
73902486,1726,42306,252580
73903188,2036,42355,252394
73903891,1738,42227,252425
73904592,1558,42323,252471
73905293,1624,42374,252506
73905996,1824,42623,252577
73906698,1629,42147,252663
73907399,1707,42339,252474
73908101,1852,42201,252694
73908804,1635,42377,252693
73909506,1508,42242,252318
73910208,1909,42508,252639
73910910,1745,42360,252478
73911612,1896,42446,252349
73912313,1680,42257,252361
73913015,1931,42122,252537
73913718,1666,42414,252447
73914420,1837,42176,252517
73915122,1670,42238,252594
73915824,1890,42385,252393
73916526,1751,42359,252354
73917228,1885,42263,252291
73917930,1951,42282,252272
73918631,1685,42343,252667
73919333,1838,42266,252427
73920035,1740,42296,252340
73920737,1841,42368,252514
73921439,1775,42292,252451
73922142,2023,42324,252466
73922844,1587,42201,252279
73923546,1647,42176,252472
73924248,1879,42404,252506
73924950,1991,42323,252765
73925651,1642,42291,252401
73926352,1703,42303,252423
73927055,1834,42501,252484
73927758,2029,42329,252577
73928459,1756,42239,252186
73929162,1776,42374,252272
73929865,1616,42162,252725
73930566,1625,42380,252383
73931267,1675,42326,252615
73931970,1590,42319,252448
73932672,1634,42255,252465
73933373,1834,42331,252541
73934075,1640,42458,252297
73934778,1772,42215,252542
73935480,1854,42424,252465
73936183,1758,42241,252428
73936885,1659,42323,252300
73937586,1728,42286,252572
73938288,1801,42386,252353
73938991,1777,42397,252627
73939692,1748,42306,252451
73940393,1764,42387,252326
73941096,1808,42296,252402
73941799,1814,42373,252571
73942500,1856,42430,252417
73943203,1768,42401,252424
73943906,1878,42352,252492
73944607,1771,42316,252478
73945308,1654,42483,252384
73946011,1702,42397,252317
73946714,1895,42374,252605
73947415,1775,42294,252397
73948117,1739,42306,252519
73948819,1715,42412,252217
73949521,1877,42387,252170
73950222,1757,42282,252573
73950925,1725,42257,252679
73951626,1634,42270,252444
73952327,1763,42423,252249
73953030,1818,42298,252629
73953733,1356,42277,252643
73954434,1811,42339,252571
73955136,1881,42355,252456
73955839,1776,42340,252336
73956541,1954,42387,252658
73957242,1782,42216,252455
73957944,1778,42233,252403
73958645,1792,42158,252469
73959347,1915,42269,252203
73960049,1726,42224,252335
73960751,1838,42266,252424
73961452,1871,42384,252420
73962155,1811,42410,252501
73962858,1755,42352,252606
73963559,1743,42236,252340
73964260,1785,42298,252329
73964963,1714,42300,252534
73965664,1846,42381,251984
73966365,1709,42428,252469
73967068,1657,42362,252368
73967771,1956,42139,252607
73968472,1589,42467,252654
73969174,1769,42084,252500
73969877,1778,42354,252421
73970579,1762,42381,252528
73971280,1779,42221,252632
73971982,1751,42332,252551
73972684,1751,42341,252416
73973386,1693,42528,252279
73974089,1690,42207,252523
73974791,1874,42314,252518
73975492,1792,42262,252519
73976195,1852,42310,252495
73976898,1596,42321,252672
73977599,1860,42483,252330
73978300,1924,42329,252427
73979003,1663,42398,252589
73979706,1797,42464,252528
73980407,1730,42232,252193
73981109,1802,42247,252698
73981812,1660,42307,252712
73982514,1706,42363,252645
73983216,1647,42222,252574
73983918,1723,42403,252201
73984620,1839,42261,252264
73985322,1794,42307,252509
73986024,1977,42367,252444
73986726,1870,42263,252499
73987428,1828,42180,252494
73988131,1803,42387,252326
73988833,1714,42166,252286
73989534,1861,42261,252240
73990236,1701,42266,252582
73990939,1741,42599,252363
73991640,1862,42427,252463
73992341,1769,42345,252702
73993044,1775,42271,252645
73993747,1756,42390,252493
73994448,1784,42438,252404
73995150,1735,42302,252608
73995853,1569,42420,252846
73996554,1803,42294,252423
73997255,1806,42123,252323
73997957,1649,42337,252583
73998659,1756,42235,252303
73999360,1748,42314,252671
74000062,1706,42329,252579
74000765,1780,42377,252691
74001467,1557,42446,252552
74002169,1745,42391,252354
74002871,1684,42284,252717
74003572,1880,42258,252756
74004274,1753,42260,252440
74004977,1736,42305,252322
74005678,1857,42336,252371
74006379,1634,42567,252145
74007082,1798,42399,252456
74007785,1719,42266,252528
74008486,1754,42183,252461
74009189,1755,42407,252635
74009892,1900,42395,252587
74010593,1776,42324,252320
74011294,1855,42445,252378
74011997,1675,42281,252631
74012699,1782,42279,252239
74013400,1699,42359,252351
74014102,1660,42386,252544
74014805,1871,42363,252360
74015507,1900,42365,252352
74016210,1855,42219,252577
74016912,1938,42149,252825
74017613,1591,42257,251951
74018315,1891,42455,252553
74019017,1684,42097,252248
74019719,1757,42309,252578
74020420,1661,42484,252676
74021123,1728,42244,252646
74021826,1700,42286,252605
74022527,1882,42205,252568
74023229,1932,42193,252672
74023932,1675,42502,252244
74024633,1812,42423,252570
74025334,1724,42369,252288
74026037,1700,42427,252494
74026740,1741,42366,252361
74027441,1352,42086,252429
74028144,1726,42248,252727
74028847,1702,42299,252491
74029548,1828,42174,252371
74030249,1636,42194,252361
74030951,1788,42323,252481
74031653,1778,42284,252361
74032354,1753,42455,252395
74033056,1788,42516,252368
74033758,1818,42440,252671
74034460,1635,42400,252441
74035163,1944,42333,252691
74035865,1630,42303,252592
74036566,1841,42100,252344
74037268,1860,42168,252316
74037971,1584,42277,252352
74038672,1838,42255,252617
74039373,1911,42298,252550
74040076,1721,42334,252322
74040779,1672,42238,252612
74041480,1766,42424,252068
74042183,1767,42338,252461
74042886,1870,42222,252556
74043587,1729,42136,252595
74044288,1732,42307,252196
74044991,1697,42206,252433
74045693,1533,42338,252297
74046394,1807,42185,252245
74047096,1926,42203,252282
74047799,1668,42306,252851
74048501,1704,42205,252587
74049203,1792,42538,252536
74049905,1805,42271,252336
74050606,1802,42266,252601
74051308,1852,42207,252350
74052011,1774,42455,252428
74052713,1872,42292,252588
74053414,1598,42348,252663
74054117,1725,42472,252452
74054820,1833,42206,252357
74055521,1804,42245,252668
74056223,1879,42261,252695
74056925,1753,42208,252543
74057627,1698,42307,252447
74058328,1698,42266,252630
74059030,1801,42451,252499
74059733,1778,42236,252506
74060435,1731,42225,252522
74061137,1676,42279,252549
74061840,1760,42259,252406
74062542,1803,42464,252288
74063243,1898,42316,252696
74063945,1985,42262,252549
74064647,1743,42024,252362
74065349,2090,42267,252974
74066051,1679,42306,252565
74066754,1768,42442,252322
74067456,1677,42258,252322
74068158,1844,42332,252713
74068860,1834,42258,252393
74069562,1713,42234,252431
74070263,1623,42157,252321
74070965,1667,42262,252469
74071667,1694,42368,252298
74072368,1648,42320,252457
74073070,1731,42263,252572
74073773,1729,42153,252576
74074475,1888,42252,252622
74075177,1949,42356,252281
74075880,1836,42432,252191
74076582,1837,42203,252454
74077283,1608,42490,252415
74077985,1824,42447,252419
74078687,1655,42172,252371
74079388,1827,42236,252223
74080090,1774,42266,252528
74080793,1760,42401,252514
74081495,1865,42465,252738
74082197,1757,42316,252452
74082899,1876,42255,252973
74083601,1665,42285,252780
74084302,1614,42368,252566
74085004,1888,42363,252517
74085707,1851,42162,252713
74086409,1957,42298,252437
74087111,1901,42265,252653
74087814,1753,42431,252577
74088516,1715,42435,252659
74089217,1742,42356,252614
74089919,1531,42399,252468
74090621,1715,42552,252372
74091322,1723,42316,252439
74092024,1810,42366,252499
74092727,1805,42341,252263
74093429,1650,42386,252421
74094131,1722,42306,252467
74094833,1840,42246,252502
74095535,1963,42277,252745
74096237,1739,42350,252352
74096939,1697,42167,252510
74097640,1918,42291,252560
74098342,1656,42228,252630
74099044,1557,42343,252425
74099746,1664,42066,252547
74100448,1839,42154,252505
74101151,1827,42366,252639
74101853,1860,42311,252390
74102554,1848,42220,252638
74103256,1794,42162,252293
74103958,1973,42387,252210
74104659,1875,42346,252460
74105361,1677,42183,252382
74106064,1787,42249,252555
74106766,1647,42448,252361
74107467,1861,42474,252574
74108170,1774,42535,252480
74108873,1697,42323,252347
74109574,1836,42414,252506
74110275,1918,42324,252667
74110978,1854,42391,252739
74111679,2113,42293,252106
74112380,1664,42096,252619
74113083,1893,42150,252546
74113786,1693,42442,252296
74114487,1633,42371,252435
74115189,1616,42478,252468
74115892,1839,42134,252418
74116594,1703,42365,252572
74117295,1777,42255,252613
74117997,1843,42372,252739
74118699,2006,42284,252322
74119400,1717,42442,252498
74120102,1712,42418,252469
74120805,1845,42478,252845
74121507,1897,42449,252334
74122209,1828,42313,252435
74122911,1928,42405,252531
74123613,1784,42486,252796
74124315,1827,42301,252543
74125017,1973,42301,252461
74125719,1798,42312,252438
74126421,1673,42256,252342
74127124,1616,42277,252208
74127826,1745,42462,252546
74128527,1781,42135,252539
74129229,1654,42072,252526
74129932,1667,42282,252570
74130633,1824,42186,252671
74131334,1695,42212,252258
74132037,1708,42352,252422
74132739,1710,42315,252521
74133440,1879,42217,252645
74134143,1719,42380,252052
74134846,1671,42474,252237
74135547,1669,42267,252239
74136248,1785,42222,252445
74136951,1550,42143,252303
74137652,1646,42252,252630
74138353,1843,42240,252339
74139056,1765,42446,252551
74139759,1747,42258,252494
74140460,1806,42283,252473
74141162,1717,42519,252471
74141865,1698,42156,252351
74142566,1969,42166,252335
74143267,1714,42276,252605
74143969,1846,42415,252532
74144671,1838,42226,252502
74145372,1660,42208,252650
74146074,1594,42554,252543
74146777,1641,42442,252830
74147479,1671,42390,252451
74148181,1668,42185,252424
74148883,1780,42387,252691
74149585,1936,42346,252421
74150286,1865,42310,252181
74150988,1905,42356,252369
74151690,1895,42476,252626
74152391,1464,42260,252483
74153094,1747,42319,252489
74153797,1604,42359,252297
74154498,1735,42307,252538
74155201,1812,42172,252353
74155904,1882,42271,252331
74156605,1815,42213,252360
74157306,1756,42255,252650
74158009,1888,42142,252587
74158712,1826,42303,252417
74159413,1799,42528,252266
74160115,1798,42209,252360
74160818,1818,42205,252412
74161520,1589,42373,252723
74162221,1558,42208,252579
74162923,1677,42212,252579
74163625,1797,42210,252481
74164326,1902,42276,252610
74165028,1828,42339,252440
74165730,1815,42255,252480
74166432,1788,42382,252657
74167134,1818,42224,252487
74167836,1533,41945,252519
74168538,1842,42267,252268
74169240,1821,42300,252411
74169942,1760,42256,252325
74170643,1653,42168,252881
74171345,1674,42465,252706
74172047,1783,42275,252651
74172749,1772,42292,252597
74173451,1644,42213,252533
74174154,1758,42290,252291
74174856,1827,42453,252450
74175557,1832,42259,252345
74176259,1677,42279,252303
74176962,2014,42364,252237
74177663,1908,42372,252203
74178364,1682,42327,252492
74179067,1852,42646,252461
74179769,1641,42359,252657
74180470,1774,42300,252459
74181173,1775,42263,252636
74181876,1720,42360,252645
74182577,1746,42229,252596
74183278,1684,42314,252459
74183981,1803,42377,252469
74184682,1803,42309,252659
74185384,1797,42422,252537
74186086,1710,42258,252488
74186788,1758,42441,252531
74187490,1859,42355,252336
74188193,1871,42255,252267
74188895,1783,42234,252752
74189596,1923,42200,252546
74190298,1671,42364,252371
74191000,1764,42208,252670
74191701,1666,42503,252446
74192403,1627,42416,252586
74193106,1853,42246,252549
74193808,1636,42447,252418
74194509,1848,42306,252504
74195212,1890,42224,252567
74195915,1678,42401,252627
74196616,1892,42494,252364
74197317,1807,42258,252504
74198020,1789,42273,252543
74198723,1679,42373,252362
74199424,1582,42276,252515
74200127,1731,42085,252456
74200830,1670,42375,252470
74201531,1954,42471,252421
74202232,1729,42361,252371
74202935,1841,42430,252420
74203636,1657,42410,252541
74204337,1833,42513,252642
74205040,1733,42488,252474
74205743,1741,42370,252560
74206444,1891,42318,252517
74207146,1759,42267,252475
74207849,1689,42167,252474
74208551,1727,42448,252122
74209252,1789,42435,252825
74209954,1945,42340,252516
74210656,1729,42316,252354
74211357,1757,42265,252658
74212059,1805,42291,252314
74212762,1881,42291,252557
74213464,2085,42314,252503
74214166,1825,42477,252470
74214868,1689,42394,252249
74215570,1846,42240,252410
74216272,1770,42254,252219
74216974,1858,42291,252382
74217675,1824,42499,252404
74218377,1744,42312,252323
74219079,1859,42402,252468
74219781,1953,42284,252700
74220483,1760,42372,252404
74221186,1816,42305,252527
74221888,1828,42363,252549
74222589,1854,42338,252434
74223291,1725,42364,252793
74223993,1704,42117,252397
74224694,1644,42374,252361
74225396,1842,42372,252389
74226099,1870,42183,252375
74226801,1897,42260,252594
74227502,1922,42271,252352
74228205,1655,42297,252430
74228908,1726,42284,252529
74229609,1721,42213,252297
74230310,1816,42240,252186
74231013,1601,42526,252542
