206,-2757,258855
2056954081,2155,-2718,258595
2056954783,2288,-2717,258620
2056955486,2549,-2765,258743
2056956189,2256,-2780,258535
2056956890,2226,-2718,258748
2056957591,2387,-2651,258447
2056958294,2439,-2792,258545
2056958996,2199,-2830,258625
2056959698,2331,-2580,258512
2056960401,2324,-2643,258686
2056961104,2200,-2864,258709
2056961805,2399,-2806,258733
2056962506,2153,-2835,258448
2056963208,2274,-2904,258886
2056963909,2156,-2919,258535
2056964611,2365,-2878,258574
2056965314,2339,-2779,258812
2056966017,2304,-2788,258525
2056966718,2301,-2778,258511
2056967420,2310,-2898,258786
2056968122,2417,-2703,258742
2056968823,2250,-2930,258715
2056969524,2379,-2618,258433
2056970227,2315,-2793,258580
2056970929,2112,-2737,258827
2056971631,2312,-2812,258655
2056972333,2209,-2757,258881
2056973035,2262,-2652,258835
2056973736,2279,-2764,258606
2056974439,2184,-2732,258801
2056975142,2381,-2660,258728
2056975844,2188,-2819,258650
2056976546,2589,-2831,258798
2056977249,2252,-2622,258787
2056977950,2255,-2909,258715
2056978651,2382,-2739,258666
2056979353,2280,-2851,258747
2056980056,2304,-2735,258698
2056980758,2347,-2939,258764
2056981461,2162,-2722,258408
2056982164,2344,-2733,258321
2056982865,2315,-2649,258699
2056983566,2454,-2731,258464
2056984268,2472,-2886,258684
2056984969,2236,-2988,258626
2056985671,2246,-2891,258715
2056986374,2179,-2765,258649
2056987077,2090,-2784,258792
2056987778,2192,-2999,258603
2056988480,2283,-2793,258823
2056989182,2292,-2828,258688
2056989883,2340,-2641,258901
2056990584,2343,-2840,258605
2056991287,2446,-2851,259023
2056991989,2289,-2818,258567
2056992691,2127,-2999,258644
2056993394,2034,-2642,258752
2056994097,2242,-2858,258692
2056994798,2150,-2844,258520
2056995500,2073,-2747,258658
2056996202,2363,-2832,258516
2056996903,2241,-2816,258913
2056997605,2169,-2905,258674
2056998308,2234,-2936,258699
2056999011,2366,-2739,258486
2056999713,2235,-2823,258667
2057000415,2283,-2892,258770
2057001117,1976,-2808,258640
2057001818,2283,-2623,258968
2057002519,2208,-2690,258724
2057003222,2282,-2765,258530
2057003924,2265,-2896,258732
2057004626,2284,-2815,258399
2057005329,2336,-2700,258537
2057006032,2277,-2590,258757
2057006733,2248,-2828,258853
2057007435,2221,-2808,258713
2057008137,2233,-2834,258973
2057008839,1973,-2818,258442
2057009541,2122,-2936,258776
2057010244,2171,-2879,258731
2057010945,2417,-2758,258717
2057011646,2310,-2602,258478
2057012348,2508,-2879,258838
2057013050,2205,-2867,258730
2057013751,2285,-2638,258842
2057014454,2157,-2864,258880
2057015157,2136,-2864,258730
2057015859,2147,-2912,258426
2057016561,2251,-2727,259177
2057017263,2367,-2794,258975
2057017964,2266,-2753,258711
2057018665,2472,-2734,258871
2057019367,2261,-2831,258847
2057020069,2212,-2676,258482
2057020771,2320,-2819,258802
2057021474,2201,-2679,259019
2057022177,2067,-2939,258895
2057022878,2397,-2826,258852
2057023579,2224,-2733,258738
2057024281,2388,-2678,258819
2057024982,2338,-2679,258841
2057025683,2256,-2765,258828
2057026385,2276,-2781,258497
2057027087,2253,-2824,258772
2057027788,2322,-2856,258683
2057028491,2053,-2725,258546
2057029194,2220,-2875,259019
2057029896,2072,-2946,258724
2057030598,2206,-2707,258886
2057031301,2305,-2799,258663
2057032004,2291,-3041,258533
2057032705,2222,-2820,258673
2057033407,2032,-2770,258939
2057034109,2087,-2914,258539
2057034810,2197,-2686,258905
2057035511,2190,-2986,258552
2057036213,2137,-2771,258674
2057036914,2135,-2798,259027
2057037615,2388,-2743,258764
2057038317,2328,-2612,258690
2057039020,2223,-2796,258827
2057039722,2207,-2787,258557
2057040425,2075,-2772,258527
2057041128,2444,-2673,258777
2057041829,2341,-2693,258593
2057042530,2131,-2686,258392
2057043232,2324,-2727,258589
2057043933,2279,-2578,258900
2057044634,2320,-2762,258564
2057045337,2261,-2734,258668
2057046040,2295,-2772,258298
2057046742,2386,-2676,258671
2057047445,2256,-2882,258922
2057048148,2350,-2776,258714
2057048849,2232,-2880,258891
2057049550,2165,-2695,259258
2057050252,2366,-2874,258608
2057050953,2149,-2949,258868
2057051654,2144,-2856,258568
2057052357,2406,-2853,258469
2057053060,2184,-2568,258757
2057053762,2186,-2858,258685
2057054465,2435,-2636,258784
2057055168,2250,-2704,258568
2057055869,2295,-2797,258636
2057056570,2179,-2773,258786
2057057272,2238,-2915,258617
2057057973,2102,-2859,258654
2057058674,2283,-2847,258616
2057059377,2324,-2905,258656
2057060080,2081,-2871,258451
2057060782,2427,-2690,258895
2057061485,2162,-2726,258349
2057062188,2302,-2867,258755
2057062889,2204,-2811,258963
2057063590,2196,-2795,258418
2057064292,2208,-2920,258487
2057064993,2250,-2717,258857
2057065694,2527,-2793,258644
2057066396,2186,-2716,258860
2057067099,2110,-2718,258751
2057067801,2307,-2995,258543
2057068504,2228,-2620,258941
2057069207,2115,-2815,258888
2057069909,2328,-2632,258819
2057070610,2368,-2929,258915
2057071312,2326,-2817,258859
2057072014,2435,-2850,258741
2057072715,2137,-2750,258661
2057073417,2378,-2727,258402
2057074119,2126,-2680,258657
2057074820,2266,-2748,258624
2057075522,2250,-2824,258751
2057076225,2387,-2681,258841
2057076927,2193,-2790,258833
2057077629,2089,-2924,259119
2057078331,2360,-2828,258650
2057079033,2357,-2715,258525
2057079734,2220,-2740,258728
2057080436,2178,-2670,258606
2057081138,2111,-2711,258555
2057081839,2577,-2830,258559
2057082540,2167,-2997,258611
2057083243,2150,-2787,258908
2057083945,2127,-2830,258563
2057084647,2325,-2709,258887
2057085350,2224,-2858,258719
2057086052,2264,-2669,258424
2057086753,2286,-2970,258725
2057087455,2295,-2548,258822
2057088157,2242,-2794,258749
2057088858,2274,-2706,258512
2057089559,2309,-2850,258806
2057090262,2334,-2842,258820
2057090964,2098,-2919,258594
2057091666,2290,-2740,258939
2057092369,2369,-2778,258530
2057093071,2176,-2920,258451
2057093772,2334,-2942,258564
2057094474,2288,-2749,258431
2057095176,2465,-2744,258662
2057095877,2282,-2780,258798
2057096579,2113,-2857,258790
2057097282,2263,-2796,258424
2057097984,2523,-2842,258741
2057098686,2197,-2676,258392
2057099389,2225,-2730,258835
2057100092,2396,-2841,258541
2057100793,2278,-2891,258755
2057101495,2328,-2833,258691
2057102197,2438,-2821,258689
2057102898,2221,-2879,258737
2057103599,2385,-2693,258509
2057104301,2376,-2561,258528
2057105003,2179,-2698,258415
2057105704,2329,-2835,258719
2057106407,2392,-2589,258743
2057107110,2433,-2693,258387
2057107812,2289,-2770,258711
2057108514,2203,-3062,258969
2057109216,2256,-2821,258652
2057109917,2266,-2581,258639
2057110618,2521,-2861,258984
2057111320,2439,-2637,258820
2057112022,2306,-2987,258762
2057112724,2495,-2718,258399
2057113427,2453,-2831,258542
2057114130,2262,-2896,258543
2057225712,2097,-2798,258845
2057226415,2259,-2866,258750
2057227118,2314,-2941,258919
2057227819,1990,-2688,258483
2057228520,2455,-2799,258622
2057229222,2266,-2874,258660
2057229923,2094,-2825,258427
2057230624,2061,-2727,258741
2057231327,2500,-2923,258517
2057232030,2249,-2630,258697
2057232732,2516,-2849,258871
2057233435,2233,-2776,258793
2057234137,2339,-2801,258721
2057234838,2271,-2663,258632
2057235539,2154,-2741,258906
2057236242,2201,-2880,258481
2057236944,2038,-2761,258654
2057237646,2171,-2887,258518
2057238349,2189,-2725,258787
2057239051,2338,-2811,258855
2057239752,2432,-2891,258987
2057240454,2124,-2973,258651
2057241156,2271,-2869,259003
2057241858,2160,-2481,258562
2057242560,2247,-2756,258519
2057243263,2248,-2744,258831
2057243964,2243,-2701,258611
2057244665,2287,-2702,258672
2057245367,2322,-2886,258759
2057246069,2419,-2804,258560
2057246770,2222,-2728,258777
2057247473,2236,-2835,258901
2057248176,2396,-2697,258397
2057248878,2189,-2865,258769
2057249580,2319,-2941,258872
2057250282,2332,-2750,258817
2057250983,2247,-2997,258712
2057251685,2236,-2943,258858
2057252388,2233,-2687,258733
2057253091,2278,-2877,258753
2057253792,2250,-2745,258547
2057254494,2169,-2737,258223
2057255196,2145,-2902,258954
2057255897,2371,-2835,258690
2057256599,2184,-2842,258598
2057257302,2241,-2880,258649
2057258005,2279,-2704,258639
2057258707,2213,-2698,258363
2057259409,2277,-2743,258532
2057260111,2448,-2833,258592
2057260812,2093,-2840,258783
2057261513,2156,-2700,258892
2057262216,2547,-2773,258654
2057262918,2300,-2758,258575
2057263620,2288,-2895,258656
2057264323,2140,-2638,258790
2057265025,2359,-2833,258744
2057265726,2279,-2919,258572
2057266428,2146,-2836,258683
2057267130,2052,-2879,258722
2057267832,2337,-2676,258738
2057268534,2271,-2884,258747
2057269237,2290,-2740,258666
2057269938,2368,-2917,258878
2057270639,2240,-2828,258734
2057271341,2456,-2703,258653
2057272043,2201,-2875,258275
2057272744,2162,-2789,258703
2057273447,2340,-2605,258665
2057274150,2200,-2724,258566
2057274852,2173,-2664,258729
2057275554,2399,-2780,258888
2057276256,2175,-2649,258707
2057276957,2395,-2674,258409
2057277658,2252,-2859,258706
2057278361,2136,-2785,258888
2057279064,2273,-2799,258712
2057279766,2079,-2671,258868
2057280469,2274,-2913,258610
2057281172,2224,-2826,258687
2057281873,2417,-2724,258624
2057282574,2448,-2841,258639
2057283276,2299,-2718,258815
2057283977,2293,-2692,258534
2057284679,2427,-2781,258313
2057285382,1944,-2688,258373
2057286085,2267,-2769,258523
2057286786,2145,-2748,258726
2057287488,2369,-2826,258823
2057288190,2400,-2612,258807
2057288891,2369,-2757,258652
2057289593,2320,-2839,258703
2057290296,2256,-2866,258750
2057290998,2130,-2803,258694
2057291699,2548,-2821,259166
2057292401,2201,-2671,258622
2057293103,2259,-2538,258474
2057293804,2387,-2870,258862
2057294505,2129,-2703,258502
2057295208,2198,-2685,258472
2057295910,2324,-2928,258946
2057296612,2323,-2759,258481
2057297314,2170,-2777,258677
2057298016,2263,-2808,258654
2057298717,2399,-2492,258651
2057299419,2436,-2708,258721
2057300122,2264,-2744,258784
2057300824,2273,-2708,258230
2057301526,2085,-2764,258637
2057302229,2354,-2889,258482
2057302930,2370,-2731,258737
2057303631,2363,-2757,258685
2057304333,2359,-2866,258458
2057305035,2171,-2804,258622
2057305737,2215,-2990,258797
2057306440,2157,-2671,258597
2057307143,2088,-2645,258623
2057307844,2397,-2818,258630
2057308545,2042,-2649,258933
2057309247,2350,-2860,258941
2057309948,2386,-2787,258943
2057310649,2261,-2746,258748
2057311352,2466,-2717,258668
2057312055,2296,-2877,258978
2057312757,2593,-2746,258737
2057313460,2233,-2770,258607
2057314162,2347,-2902,258546
2057314863,2144,-2735,258472
2057315564,2222,-2671,258629
2057316266,2201,-2684,258788
2057316967,2302,-2771,258589
2057317669,2197,-2806,258692
2057318372,2295,-2874,258564
2057319075,2285,-2890,258571
2057319776,2423,-2817,258780
2057320478,2241,-2590,258974
2057321180,2515,-2788,258680
2057321881,2135,-2900,258860
2057322583,2270,-2810,258645
2057323286,2488,-2549,258620
2057323988,2165,-2804,258602
2057324689,2389,-2707,258945
2057325391,2272,-2708,258769
2057326093,2450,-2857,258556
2057326794,2188,-2962,258636
2057327497,2394,-2856,258508
2057328200,2229,-2770,258774
2057328902,2316,-2770,258616
2057329604,2282,-2805,258536
2057330307,2074,-2675,258876
2057331009,2197,-2882,258760
2057331710,2277,-2706,258564
2057332412,2318,-2926,258433
2057333115,2219,-2822,258397
2057333817,2387,-2695,258698
2057334519,2299,-2945,258780
2057335222,2489,-2829,258768
2057335923,2214,-2759,258715
2057336624,2396,-2839,258691
2057337326,2298,-2875,258847
2057338028,2106,-2742,258452
2057338729,2152,-2818,258837
2057339432,2242,-2768,258706
2057340135,2194,-2697,259031
2057340837,2286,-2799,258562
2057341538,2215,-2794,258750
2057342240,2247,-2688,258742
2057342941,2107,-2680,258674
2057343642,2084,-2691,258603
2057344345,2387,-2654,258575
2057345048,2251,-2758,258808
2057345750,2192,-2626,258826
2057346453,2366,-2772,258779
2057347155,2224,-2748,258643
2057347856,2239,-2637,258753
2057348557,2171,-2811,258556
2057349259,2207,-2981,258913
2057349960,2180,-2663,258577
2057350662,2359,-2868,258834
2057351365,2117,-2844,258534
2057352068,2232,-2716,258687
2057352769,2309,-3056,258709
2057353471,2228,-2605,258453
2057354173,2178,-2896,258855
2057354874,2161,-2781,258544
2057355575,2161,-2799,258802
2057356278,2271,-2515,258791
2057356980,2372,-2599,258656
2057357681,2090,-2646,258795
2057358384,2196,-2859,258494
2057359087,2172,-2965,258512
2057359789,2217,-2619,258899
2057360492,2215,-2749,258892
2057361195,2193,-2682,258449
2057361896,2330,-2814,258648
2057362597,2172,-2916,258490
2057363299,2116,-2784,258843
2057364001,2212,-2657,258866
2057364703,2189,-2884,258493
2057365406,2186,-2747,258581
2057366109,2245,-2841,258396
2057366810,2274,-2847,258703
2057367511,2367,-2727,259018
2057368214,2320,-2765,258395
2057368916,2167,-2745,258825
2057369618,2243,-2814,258567
2057370321,2214,-2835,258990
2057371024,2257,-2890,258815
2057371725,2338,-2672,258811
2057372427,2471,-2585,258493
2057373129,2183,-2698,258513
2057373830,2117,-2842,258689
2057374532,2253,-2720,258927
2057375235,2311,-2785,258646
2057375937,2133,-2720,258318
2057376638,2133,-2870,258791
2057377340,2275,-2838,258464
2057378042,2441,-2727,258726
2057378743,2162,-2547,258886
2057379446,2194,-2613,258846
2057380149,2337,-2847,258948
2057380851,2136,-2765,258583
2057381553,2225,-2897,258809
2057382255,2201,-2734,258570
2057382956,2356,-2771,258537
2057383657,2360,-2882,258981
2057384359,2219,-2884,258521
2057385062,2242,-2637,259013
2057385764,2314,-2819,258836
2057386467,2356,-2750,258776
2057387170,2316,-2665,258506
2057387871,2239,-2641,258701
2057388572,2273,-2895,258818
2057389274,2346,-2896,259013
2057389975,2367,-2646,258740
2057390677,2073,-2727,258743
2057391380,2345,-2694,258769
2057392083,2539,-2869,258517
2057392784,2158,-2734,258951
2057393486,2223,-2824,258836
2057394188,2006,-2630,258776
2057394889,2310,-2733,258669
2057395590,2233,-2815,258840
2057396293,2212,-2717,258810
2057396995,2093,-2830,258790
2057397697,2302,-2648,258748
2057398400,2455,-3093,258948
2057399102,2172,-2794,258706
2057399803,2180,-2667,258760
2057400504,2314,-2805,258902
2057401206,2262,-2790,258721
2057401907,2145,-2903,258651
2057402609,2264,-2690,258652
2057403312,2464,-2621,258644
2057404015,2034,-2857,258800
2057404716,1947,-2720,258595
2057405418,2351,-2884,258584
2057406120,2275,-2658,258602
2057406821,2267,-2936,258729
2057407522,2339,-2805,258573
2057408225,2200,-2662,258839
2057408927,2220,-2816,258429
2057409629,2049,-2718,258444
2057410332,2359,-2775,258827
2057411035,2298,-2870,258507
2057411736,2131,-2675,258760
2057412438,2206,-2774,258671
2057413140,2118,-2749,258293
2057413842,2369,-2909,258783
2057414544,2195,-2988,258861
2057415247,2273,-2701,258548
2057415948,2199,-2683,258839
2057416649,2211,-2673,258741
2057417351,2241,-2819,258212
2057418053,2023,-2766,258591
2057418754,2318,-2918,258871
2057419457,2343,-2577,258837
2057420160,2417,-2911,258778
2057420862,2131,-2578,258708
2057421563,2425,-2781,258615
2057422265,2143,-2747,258824
2057422966,2355,-2808,258790
2057423667,2215,-2854,258579
2057424370,2356,-2785,258575
2057425073,2309,-2815,258831
2057425775,2401,-2585,258900
2057426478,2172,-2778,258698
2057427181,2359,-2756,258685
2057427882,2221,-2921,258748
2057428583,2294,-3039,258843
2057429285,2385,-3006,258739
2057429987,2310,-2972,258494
2057430688,2238,-2875,258674
2057431390,2316,-2746,258579
2057432092,2265,-2702,258718
2057432793,2250,-2824,258932
2057433496,2368,-2668,258913
2057434199,2232,-2725,259038
2057434901,2315,-2847,258776
2057435603,2196,-2891,258797
2057436306,2184,-2783,258795
2057437008,2431,-2832,258567
2057437709,2299,-2802,258494
2057438411,2492,-2667,258726
2057439114,2273,-2733,258731
2057439816,2327,-2838,258729
2057440518,2199,-2647,258827
2057441221,2044,-2937,258673
2057441922,2364,-2790,259028
2057442623,2166,-2689,258689
2057443325,2124,-2777,258839
2057444027,2085,-2790,258692
2057444729,2198,-2774,258741
2057445432,2125,-2621,258753
2057446135,2302,-2756,258532
2057446836,2354,-2691,258507
2057447537,2117,-2816,258540
2057448239,2120,-2718,258575
2057448940,2525,-2724,258708
2057449641,2379,-2985,258497
2057450344,2218,-2763,258941
2057451047,2252,-2676,258747
2057451749,2308,-2821,258903
2057452452,2457,-2604,258687
2057453155,2307,-2740,258807
2057453856,2270,-2636,258881
2057454557,2220,-2802,258847
2057455259,2111,-2540,258530
2057455960,2338,-2833,258760
2057456662,2404,-2893,258716
2057457365,2134,-2850,258820
2057458068,2121,-2959,258862
2057458769,2122,-2600,258843
2057459471,2264,-2823,258689
2057460173,2223,-2940,258839
2057460874,2250,-2709,258685
2057461575,2138,-2779,258892
2057462278,2131,-2826,258874
2057462980,2139,-2851,258532
2057463681,2446,-2798,258664
2057464384,2194,-2715,258920
2057465087,2117,-2724,258826
2057465789,2263,-2753,258802
2057466492,2145,-2739,258717
2057467194,2183,-2641,258573
2057467895,2364,-2865,258546
2057468596,2217,-2754,258626
2057469299,2390,-2608,258802
2057470002,2216,-2749,258491
2057470704,2372,-2817,258620
2057471407,2459,-2780,258537
2057472110,2399,-2829,258424
2057472811,2449,-2819,258600
2057473512,2333,-2889,258833
2057474214,2239,-2856,258970
2057474915,2335,-2730,258585
2057475617,2190,-2605,258558
2057476320,2302,-2659,258880
2057477023,2417,-2869,258700
2057477724,2130,-2652,258674
2057478426,2275,-2762,258720
2057479128,2140,-2710,258764
2057479829,2066,-2810,259005
2057480530,2299,-2739,258406
2057481233,2172,-2885,258579
2057481935,2153,-2730,258896
2057482637,2359,-2766,258687
2057483340,2157,-2802,258872
2057484042,2391,-2829,258703
2057484743,1910,-2832,258558
2057485445,2214,-2850,258663
2057486148,2355,-2752,258665
2057486850,2230,-2728,258940
2057487552,2533,-2833,258405
2057488255,2207,-2787,258890
2057488956,2195,-2836,258737
2057489657,2220,-2871,258472
2057490359,2201,-2815,258580
2057491061,2196,-2764,258982
2057491762,2205,-2888,258761
2057492465,2385,-2763,258859
2057493168,2417,-2736,258908
2057493870,2368,-2690,259122
2057494571,2175,-2970,258668
2057495273,2262,-2770,258569
2057495974,2545,-2716,258684
2057496675,2465,-2856,258860
2057497378,2331,-2707,258678
2057498081,2255,-2691,258651
2057498783,2300,-2762,258381
2057499486,2100,-2728,258563
2057500189,2143,-2812,258476
2057500890,2381,-2738,258525
2057501591,2286,-2701,258527
2057502294,2247,-2913,258791
2057502996,2126,-2895,258835
2057503698,2206,-2859,258909
2057504401,2275,-2786,258968
2057505104,2368,-2885,258541
2057505805,2190,-2865,258891
2057506506,2301,-2773,259024
2057507208,2301,-2775,258566
2057507909,2302,-2877,258516
2057508611,2323,-2579,258721
2057509314,2221,-2886,258623
2057510017,2165,-2804,258814
2057510718,2274,-2931,258729
2057511420,2153,-2875,258721
2057512122,2318,-2619,258748
2057512823,2266,-2796,258535
2057513524,2322,-2735,258772
2057514227,2393,-2712,258685
2057514929,2196,-2897,258906
2057515631,2131,-2680,258872
2057516333,2356,-2565,258496
2057517035,2256,-3002,258796
2057517736,2516,-2685,258784
2057518439,2111,-2852,258734
2057519142,2228,-2734,258486
2057519844,2245,-2792,258863
2057520546,2236,-2823,258849
2057521249,2226,-2990,258802
2057521950,2132,-2784,258888
2057522651,2266,-2803,258679
2057523353,2117,-2703,258871
2057524056,2320,-2701,258762
2057524758,2319,-2874,258996
2057525461,2196,-2777,258816
2057526164,2350,-2763,258714
2057526865,2114,-2813,258664
2057527566,2299,-2960,258549
2057528268,2210,-2767,258555
2057528969,2295,-2792,258651
2057529671,2174,-2811,259001
2057530374,2231,-2791,258281
2057531077,2322,-2664,258768
2057531778,2385,-2776,258610
2057532480,2365,-2885,258757
2057533182,2253,-2721,258812
2057533883,2287,-2708,258472
2057534584,2190,-2890,258856
2057535287,2338,-2790,258679
2057535989,2219,-2778,258649
2057536691,2136,-2552,258764
2057537394,2203,-2846,258665
2057538097,2176,-2825,258585
2057538798,2139,-2817,258812
2057539500,2151,-2799,258506
2057540202,2277,-2844,258700
2057540903,2127,-2681,258509
2057541605,2491,-2915,258709
2057542308,2209,-2898,258523
2057543011,2208,-2749,258738
2057543713,2102,-2771,258775
2057544415,2309,-2736,258780
2057545117,2237,-2669,258716
2057545818,2246,-2740,258825
2057546519,2108,-2749,258618
2057547222,2211,-2650,258604
2057547924,2195,-2884,258706
2057548626,2190,-2856,258559
2057549329,2320,-2902,258616
2057550032,2407,-2790,258759
2057550733,2216,-2844,258699
2057551435,2172,-2620,258685
2057552137,2351,-2635,258904
2057552838,2338,-2799,258868
2057553540,2315,-2816,258820
2057554243,2427,-2851,258749
2057554945,2214,-2595,258849
2057555646,2193,-2722,258438
2057556348,2345,-2634,258608
2057557050,2371,-2716,258849
2057557751,2232,-2734,258347
2057558454,2418,-2847,258847
2057559157,2081,-2781,258752
2057559859,2374,-2545,258575
2057560561,2378,-2737,258573
2057561263,2475,-2594,258710
2057561964,2320,-2744,258760
2057562665,2217,-2732,258751
2057563367,2309,-2883,258719
2057564069,2019,-2887,258608
2057564771,2073,-2847,258492
2057565474,2386,-2701,258502
2057566177,2153,-2780,258649
2057566878,2302,-2865,258665
2057567579,2223,-2835,258922
2057568281,2171,-2871,258875
2057568982,2351,-2672,258804
2057569683,2144,-2630,258510
2057570385,2269,-2766,258419
2057571087,2351,-2693,258854
2057571788,2349,-2706,258748
2057572491,2431,-2840,258908
2057573194,2158,-2829,258618
2057573896,2194,-2664,258482
2057574598,2206,-2771,258675
2057575301,2217,-2711,258794
2057576004,2402,-2807,258593
2057576705,2214,-2909,258396
2057577407,2169,-2810,258412
2057578109,2098,-2931,258549
2057578810,2339,-2895,258686
2057579511,2257,-2757,258942
2057580213,2214,-2849,258792
2057580914,2175,-2881,258854
2057581615,2387,-3056,258922
2057582317,2205,-2736,258951
2057583020,2121,-2670,258496
2057583722,2358,-2738,258782
2057584425,2222,-2783,258981
2057585128,2287,-2740,258726
2057585829,2260,-2713,258549
2057586530,2268,-2689,258931
2057587232,2346,-2886,258761
2057587933,2295,-2713,258759
2057588634,2249,-2736,258693
2057589337,2315,-2688,258858
2057590040,2285,-2983,258732
2057590742,2245,-2810,258538
2057591445,2412,-2832,258546
2057592147,2198,-2617,258707
2057592848,2210,-2735,258495
2057593549,2017,-2736,258748
2057594252,2307,-2688,258901
2057594954,2238,-2713,258638
2057595656,2400,-2740,258615
2057596359,2247,-2646,258834
2057597062,2086,-2815,258666
2057597763,2496,-2599,258856
2057598465,2143,-2891,258759
2057599167,2132,-2903,258864
2057599868,2165,-2964,258346
2057600570,2334,-2825,258888
2057601273,2175,-2779,258918
2057601975,2446,-2649,258423
2057602676,2366,-2678,258680
2057603378,2476,-2769,258923
2057604080,2324,-2768,258769
2057604781,2468,-2826,258998
2057605484,2082,-2899,258582
2057606187,2237,-2676,258706
2057606889,2247,-2640,258699
2057607591,2329,-2556,258346
2057608293,2516,-2959,258914
2057608994,2427,-2864,258719
2057609695,2209,-2740,258608
2057610397,2084,-2544,258594
2057611100,2243,-2709,258461
2057611802,2278,-2764,258807
2057612505,2176,-2790,258680
2057613208,2381,-2900,258424
2057613909,2209,-2682,258729
2057614610,2238,-2720,258540
2057615312,2422,-2668,258809
2057616014,2208,-2550,258904
2057616715,2293,-2847,258646
2057617418,2275,-2715,258784
2057618121,2316,-2745,258968
2057618823,2219,-2892,258737
2057619524,2141,-2889,258602
2057620226,2180,-2788,258322
2057620927,2336,-2901,258868
2057621628,2450,-2776,258601
2057622331,2033,-2833,258600
2057623034,2563,-2804,258507
2057623736,2289,-2795,258517
2057624439,2256,-2672,258786
2057625141,2546,-2738,259142
2057625842,2239,-2635,258647
2057626543,2265,-2660,258805
2057627246,2256,-2900,258368
2057627948,2158,-2690,258554
2057628650,2276,-2925,258769
2057629353,2293,-2880,258593
2057630056,2264,-2928,258502
2057630757,2286,-2754,258957
2057631459,2297,-2736,258914
2057632161,2262,-2895,258671
2057632862,2301,-2707,258618
2057633564,2197,-2801,258901
2057634267,2440,-2710,258598
2057634969,2305,-2655,258669
2057635670,2215,-2789,258503
2057636372,2466,-2717,258764
2057637074,2248,-2776,258612
2057637775,2221,-2585,258730
2057638478,2233,-2780,258667
2057639181,2170,-2896,259023
2057639883,2236,-2603,258789
2057640585,2049,-2828,258732
2057641288,2331,-2944,259032
2057641989,2181,-2860,258663
2057642690,2253,-2898,258868
2057643393,2431,-2673,258615
2057644096,2206,-2814,258566
2057644798,2314,-2650,258881
2057645501,2250,-2826,258474
2057646204,2505,-2706,258706
2057646905,2532,-2796,258719
2057647606,2391,-2712,258924
2057648308,2160,-2502,258557
2057649011,2331,-2866,258820
2057649713,2086,-2776,258563
2057650416,2311,-2775,258967
2057651119,2247,-2784,258859
2057651820,2386,-2621,258680
2057652521,2134,-2730,258474
2057653223,2188,-2871,258699
2057653924,2356,-2660,258631
2057654625,2167,-2666,258859
2057655328,2286,-2859,258675
2057656031,2204,-2964,259008
2057656733,2113,-2847,258480
2057657436,2339,-2694,258861
2057658139,2215,-2893,258703
2057658840,2255,-2782,258622
2057659541,2209,-2808,258561
2057660243,2161,-2829,258697
2057660944,2059,-2781,258757
2057661646,2262,-2888,259113
2057662349,2387,-2829,258963
2057663052,2280,-2638,258691
2057663753,2387,-2724,258679
2057664455,2283,-2753,258620
2057665157,2229,-2789,258813
2057665858,2187,-2793,258637
2057666559,2277,-2605,258594
2057667262,2207,-2770,258823
2057667964,2379,-2657,258816
2057668666,2194,-2707,258919
2057669369,2181,-2735,258512
2057670071,2401,-2720,258536
2057670772,2189,-2720,258746
2057671474,2176,-2515,258611
2057672176,2445,-2830,258888
2057672878,2346,-2770,258585
2057673580,2226,-2689,258585
2057674283,2328,-2662,258715
2057674984,2437,-2750,258784
2057675685,2178,-2829,258712
2057676388,2289,-2756,258688
2057677091,2268,-2779,258640
2057677793,2198,-2859,258591
2057678495,2313,-2769,258524
2057679197,2250,-2681,258727
2057679898,2382,-2714,258710
2057680599,2154,-2658,258820
2057681302,2377,-2770,258900
2057682005,2156,-2624,258794
2057682707,2291,-2949,258859
2057683410,2387,-2860,258713
2057684112,2264,-2722,258580
2057684813,2059,-2839,258961
2057685514,2169,-2836,258697
2057686216,2247,-2903,258768
2057686918,2170,-2703,258291
2057687620,2211,-2761,258687
2057688323,2174,-2625,258921
2057689026,2293,-2766,258876
2057689727,2238,-2673,258863
2057690429,2298,-2763,258519
2057691131,2391,-2717,258816
2057691832,2356,-2818,258469
2057692534,2117,-2896,258617
2057693237,2058,-2753,258763
2057693939,2297,-2783,258790
2057694640,2160,-2792,258528
2057695342,2147,-2701,258630
2057696044,2094,-2652,258669
2057696745,2172,-2724,258721
2057697448,2282,-2879,258694
2057698151,2427,-2785,258505
2057698853,2237,-2857,259171
2057699555,2220,-2959,258465
2057700258,2396,-2742,258658
2057700959,2233,-2833,258742
2057701660,2096,-2878,258504
2057702362,2352,-2820,258962
2057703064,2180,-2843,259003
2057703765,1957,-2773,258839
2057704468,2352,-2780,258883
2057705171,2212,-2644,258910
2057705873,2286,-2911,258862
2057706575,2200,-2793,258645
2057707278,2058,-2609,258824
2057707979,2122,-2813,258945
2057708680,2273,-2641,259009
2057709383,2197,-2738,258851
2057710086,2213,-2624,258820
2057710788,2260,-2748,258633
2057711491,2212,-2860,258701
2057712194,2360,-2906,258408
2057712895,2295,-2806,258716
2057713596,2208,-2686,258807
2057714298,2131,-2807,258728
2057715001,2316,-2621,258513
2057715702,2247,-2744,258719
2057716405,2221,-2632,258554
2057717108,2504,-2724,258568
2057717810,2264,-2841,258490
2057718512,2248,-2702,258985
